6 6
1 1 1 2 2 2
1 1 1 2 2 2
1 1 2 2 2 4
3 3 3 4 4 4
3 3 3 4 4 4
3 3 6 4 4 8
2 2
3 6
4 9
2 4
15 18 30 36
20 24 40 48
2 2
6 6
6 6
6 3
2 2 2
2 2 2
2 2 2
2 2 2
2 2 2
2 2 2
4 4
8 2 16 4
2 4 4 8
8 2 4 1
2 4 1 2
256 256
32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096
32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096
32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096
32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096
32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096
32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096
32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096
32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096
32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096
32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096 32 64 128 256 512 1024 2048 4096
