Pile 1
Card 1 is a face down 2.
Card 2 is a face up 1.
Card 3 is a face up 4.
Card 4 is a face down 5.
Card 5 is a face up 3.
Pile 2
Card 3 is a face down 1.
Card 7 is a face down 9.
Card 6 is a face up 7.
Card 1 is a face down 5.
Pile 3
Card 1 is a face down 2.
Card 2 is a face down 4.
Card 3 is a face up 5.
Card 4 is a face up 3.
Card 5 is a face up 1.
Pile 4
Card 1 is a face down 4.
Card 2 is a face down 2.
Card 3 is a face up 1.
Card 4 is a face up 3.
Card 5 is a face up 5.
Pile 5
Card 1 is a face down 4.
Card 2 is a face up 5.
Card 3 is a face down 2.
Card 4 is a face down 1.
Card 5 is a face down 3.
Pile 6
Card 1 is a face up 2.
Card 2 is a face up 4.
Card 3 is a face up 3.
Card 4 is a face up 1.
Pile 7
Card 1 is a face down 3.
Card 2 is a face down 1.
Card 3 is a face down 2.
Card 4 is a face down 4.
Pile 8
Card 1 is a face down 3.
Card 2 is a face down 4.
Card 3 is a face down 1.
Card 4 is a face down 2.
Pile 9
Card 1 is a face up 2.
Card 2 is a face up 1.
Card 3 is a face up 4.
Card 4 is a face up 3.
Pile 10
Card 1 is a face up 4.
Card 2 is a face up 2.
Card 3 is a face up 1.
Card 4 is a face up 3.
Pile 11
Card 1 is a face down 1.
Card 2 is a face down 3.
Card 3 is a face down 4.
Card 4 is a face down 2.
Pile 12
Card 1 is a face down 3.
Card 2 is a face down 4.
Card 3 is a face down 1.
Card 4 is a face down 2.
Pile 13
Card 1 is a face down 1.
Card 2 is a face down 3.
Card 3 is a face down 4.
Card 4 is a face down 2.
Pile 14
Card 1 is a face down 2.
Card 10 is a face up 20.
Card 20 is a face up 40.
Card 30 is a face up 41.
Card 40 is a face up 21.
Card 50 is a face up 1.
Card 2 is a face down 4.
Card 3 is a face down 6.
Card 4 is a face up 8.
Card 5 is a face up 10.
Pile 15
Card 1 is a face down 53.
Card 2 is a face down 55.
Card 3 is a face up 57.
Card 4 is a face up 59.
Card 5 is a face down 61.
Card 6 is a face down 63.
Card 7 is a face down 65.
Card 8 is a face up 67.
Card 9 is a face up 69.
Card 10 is a face down 71.
Card 11 is a face down 73.
Card 12 is a face down 75.
Card 13 is a face up 77.
Card 14 is a face up 79.
Card 15 is a face down 81.
Card 16 is a face down 83.
Card 17 is a face down 85.
Card 18 is a face up 87.
Card 19 is a face up 89.
Card 20 is a face down 91.
Card 100 is a face down 52.
Card 99 is a face up 50.
Card 98 is a face up 48.
Card 97 is a face up 46.
Card 96 is a face down 44.
Card 95 is a face down 42.
Card 94 is a face up 40.
Card 93 is a face up 38.
Card 92 is a face up 36.
Card 91 is a face down 34.
Pile 16
Card 1 is a face down 2.
Card 10 is a face down 20.
Card 20 is a face down 40.
Card 30 is a face down 60.
Card 40 is a face down 80.
Card 50 is a face down 100.
Card 60 is a face up 81.
Card 70 is a face up 61.
Card 80 is a face up 41.
Card 90 is a face up 21.
Card 100 is a face up 1.
Pile 17
Card 1 is a face up 99.
Card 10 is a face up 81.
Card 20 is a face up 61.
Card 30 is a face up 41.
Card 40 is a face up 21.
Card 50 is a face up 1.
Card 60 is a face down 20.
Card 70 is a face down 40.
Card 80 is a face down 60.
Card 90 is a face down 80.
Card 100 is a face down 100.
Pile 18
Card 1 is a face up 2.
Card 2 is a face up 1.
Pile 19
Card 1 is a face down 1.
Card 2 is a face down 2.
Pile 20
Card 4 is a face down 36.
Card 3 is a face down 34.
Card 8 is a face up 43.
Card 30 is a face up 3.
Card 40 is a face up 23.
Card 20 is a face down 18.
Card 13 is a face up 33.
Card 2 is a face up 32.
Card 33 is a face up 9.
Card 12 is a face up 35.
Pile 21
Card 1 is a face down 11.
Card 2 is a face down 13.
Card 3 is a face down 15.
